nBC,Ins,RH,s,t,avPriceFP0,avPriceFP100,avPriceFP500,avPriceCoastFront,nB,nS,nNC,nOS,nOB,nBL,nT,dBS
0.7,0,1,3,6,239208.83438395,266976.13135593,193871.26442308,465699.93478261,980,1022,255,69,690,34,225,-42
0.7,0,1,3,7,238338.59484241,266118.66949153,193777.67788462,463849.89130435,1025,1063,224,79,749,27,231,-38
0.7,0,1,3,8,234187.95644699,261886.73728814,190521.07692308,455577.91304348,1062,1050,236,69,792,35,233,12
0.7,0,1,3,9,232673.95530086,260327.3559322,189959.80769231,452125.30434783,1116,1015,266,66,810,26,252,101
0.7,0,1,3,10,231718.45272206,259655.41949153,188780.82692308,450485.40217391,1175,1012,262,67,884,38,232,163
0.7,0,1,3,11,232004.27277937,259067.51271186,188823.61057692,449349.41304348,1227,998,244,69,937,23,238,229
0.7,0,1,3,12,231912,259405.49576271,189310.75961538,450779.45652174,1301,988,260,72,981,12,246,313
0.7,0,1,3,13,230772.66475645,257976.11016949,188479.09615385,448214.5,1389,1015,252,81,1078,22,223,374
0.7,0,1,3,14,228352.31862464,255237.49152542,186302.375,443909.83695652,1464,1008,257,88,1144,25,245,456
0.7,0,1,3,15,224312.60286533,250292.79237288,183296.36057692,435473.2173913,1491,990,241,73,1206,29,258,501
0.7,0,1,3,16,223225.6,248723.79237288,182146.59134615,434883.67391304,1536,991,255,71,1249,39,242,545
0.7,0,1,3,17,220836.52492837,245428.24152542,180771.35096154,430957.54347826,1571,972,257,70,1274,30,262,599
0.7,0,1,3,18,218572.13982808,243657.23305085,179710.05288462,427699.51086957,1605,978,251,60,1332,38,239,627
0.7,0,1,3,19,215131.71575931,239036.66949153,176633.21634615,422174.86956522,1659,967,236,71,1373,21,232,692
0.7,0,1,3,20,213754.92951289,237607.83898305,176227.30769231,421468.72826087,1743,1013,270,63,1435,25,224,730
0.7,0,1,3,21,210629.36389685,234516.71186441,174776.06730769,416504.4673913,1804,1011,246,84,1488,14,255,793
0.7,0,1,3,22,207065.34326648,229853.12288136,173283.09615385,408885.55434783,1859,1005,253,75,1546,15,258,854
0.7,0,1,3,23,203517.51060172,226223.44067797,171253.55769231,400428.60869565,1909,954,258,82,1587,18,272,955
0.7,0,1,3,24,201398.7277937,223943.04661017,170234.96153846,395521.23913043,1964,949,252,73,1653,14,256,1015
0.7,0,1,3,25,199538.81260745,220914.66525424,168395.21634615,390288.07608696,2039,941,249,80,1724,14,240,1098
0.7,0,1,3,26,196399.67908309,216811.98305085,164206.96153846,384065.30434783,2104,935,265,68,1785,14,254,1169
0.7,0,1,3,27,194184.8504298,213258.56355932,162562.53846154,376401.89130435,2114,916,211,72,1845,14,259,1198
0.7,0,1,3,28,190929.57249284,210462.5720339,159387,371045.55434783,2180,964,254,72,1881,27,233,1216
0.7,0,1,3,29,187572.21776504,206984.61440678,155106.93269231,364069.33695652,2250,1001,257,79,1926,12,254,1249
0.7,0,1,3,30,186838.09054441,205549.44491525,155399.45192308,363443.67391304,2298,1010,241,78,1991,12,259,1288
0.7,0,1,3,31,184059.69054441,201414.12288136,152762.47115385,357360.63043478,2331,993,234,67,2046,16,252,1338
0.7,0,1,3,32,180810.80573066,197877.11864407,150681.53846154,349427,2388,1039,249,63,2091,15,240,1349
0.7,0,1,3,33,179811.02120344,197762.22457627,150751.21634615,347546.86956522,2470,1064,268,59,2157,14,231,1406
0.7,0,1,3,34,177643.58051576,196131.59745763,149284.69230769,343522.86956522,2526,1016,239,86,2211,10,259,1510
0.7,0,1,3,35,175234.24412607,193517.83474576,147943.07692308,336464,2592,1020,246,80,2274,8,252,1572
0.7,0,1,3,36,172653.36618911,190669.3940678,146047.84615385,331023.19565217,2663,1018,251,84,2337,9,255,1645
0.7,0,1,3,37,171263.17707736,187765.65254237,145320.80769231,325282.9673913,2729,1035,255,88,2406,20,257,1694
0.7,0,1,3,38,168822.4,184960.35169492,143276.125,320812.35869565,2771,1030,258,69,2459,15,270,1741
0.7,0,1,3,39,166996.50200573,183939.56355932,141887.20673077,318149.0326087,2825,1022,253,78,2502,8,269,1803
0.7,0,1,3,40,165038.76676218,182227.66525424,140588.58653846,315290.88043478,2879,1019,248,62,2579,10,246,1860
0.7,0,1,3,41,162724.65100287,179681.54661017,139184.53365385,308869.2826087,2950,1052,249,71,2635,5,244,1898
0.7,0,1,3,42,161546.23266476,178222.08474576,137673.5625,308115.67391304,3012,1036,249,71,2700,8,250,1976
0.7,0,1,3,43,159787.21604585,176800.28389831,135746.19230769,304717.60869565,3082,1040,241,75,2775,9,237,2042
0.7,0,1,3,44,158343.70888252,175240.6440678,133749.66826923,301862.68478261,3125,1006,239,86,2809,9,273,2119
0.7,0,1,3,45,157288.29570201,173417.71186441,132981.50480769,299665,3190,984,248,86,2858,2,267,2206
0.7,0,1,3,46,156125.93696275,172142.38559322,132466.80769231,298634.70652174,3229,978,248,85,2923,27,267,2251
0.7,0,1,3,47,154175.13352436,170676.16525424,130764.71153846,293500.56521739,3290,968,271,88,2959,28,270,2322
0.7,0,1,3,48,152816.86647564,169403.97881356,129888.58653846,292430.45652174,3331,935,246,99,3008,22,282,2396
0.7,0,1,3,49,152185.2217765,168212.50847458,129342.69230769,291876.69565217,3328,943,254,66,3068,60,263,2385
0.7,0,1,3,50,151860.58223496,167742.48728814,129253.125,291845.29347826,3367,929,230,69,3074,6,254,2438
0.7,0,1,3,51,151393.33868195,167212.71610169,129110.14423077,291556.85869565,3412,946,246,62,3114,10,253,2466
0.7,0,1,3,52,151176.48825215,166554.63983051,128429.24038462,291855.9673913,3468,981,243,82,3161,18,251,2487
0.7,0,1,3,53,151149.89570201,166328.20762712,128447.98076923,292712.82608696,3480,984,213,71,3207,11,261,2496
0.7,0,1,3,54,150959.33524355,165613.08050847,128301.05769231,291503.47826087,3546,950,235,80,3241,10,239,2596
0.7,0,1,3,55,149503.25272206,164320.61440678,127213.42788462,290331.32608696,3629,1001,253,73,3307,4,239,2628
0.7,0,1,3,56,148029.60229226,162731.27542373,125944.77884615,286884.97826087,3696,989,244,85,3369,2,260,2707
0.7,0,1,3,57,147864.55014327,163037.51271186,125829.50480769,288380.9673913,3790,970,267,81,3449,7,247,2820
0.7,0,1,3,58,147953.66647564,162499.26694915,125711.02884615,287852.86956522,3864,999,266,83,3523,8,267,2865
0.7,0,1,3,59,147796.12836676,162920.24576271,125776.09134615,289218.57608696,3901,953,251,73,3589,12,275,2948
0.7,0,1,3,60,147933.65959885,163226.32627119,126176.35576923,290895.86956522,3958,921,255,77,3634,8,267,3037
0.7,0,1,3,61,147295.39484241,162495.63983051,125839.77884615,291122.54347826,3986,916,262,75,3694,45,264,3070
0.7,0,1,3,62,147414.56275072,162143.9279661,125741.01923077,291532.23913043,4031,918,241,77,3722,9,264,3113
0.7,0,1,3,63,147009.47851003,161436.97033898,125002.3125,290763.42391304,4079,926,248,69,3778,16,253,3153
0.7,0,1,3,64,147444.5982808,161584.03389831,125114.42307692,291789.0326087,4139,931,241,83,3821,6,258,3208
0.7,0,1,3,65,147277.31575931,161812.77542373,124978.41346154,291910.47826087,4198,957,251,79,3877,9,262,3241
0.7,0,1,3,66,147826.49169054,162307.66525424,125431.11057692,295240.86956522,4245,969,258,79,3927,19,271,3276
0.7,0,1,3,67,147951.22292264,162856.67372881,125794.89903846,296759.05434783,4293,970,259,82,3963,11,282,3323
0.7,0,1,3,68,148851.65386819,164723.09745763,126790.36538462,300165.73913043,4346,982,242,78,4035,9,258,3364
0.7,0,1,3,69,149389.87277937,165252.98305085,127017.41826923,302042.69565217,4402,1021,250,71,4088,7,258,3381
0.7,0,1,3,70,150120.63954155,165486.38983051,127635.4375,304902.93478261,4431,1013,225,74,4134,2,268,3418
0.7,0,1,3,71,151637.50143266,167887.77966102,129106.69711538,310345.41304348,4499,1034,248,67,4191,7,240,3465
0.7,0,1,3,72,151403.2504298,167811.84322034,129562.75,310530.68478261,4549,1048,246,78,4249,24,250,3501
0.7,0,1,3,73,151476.37593123,167681.81779661,129867.06730769,309488.2173913,4641,1032,276,80,4294,9,255,3609
0.7,0,1,3,74,151567.80744986,167887.13559322,129897.32211538,310507.90217391,4699,1022,256,66,4382,5,259,3677
0.7,0,1,3,75,151792.69226361,168474.15254237,129778.99519231,311261.19565217,4720,1014,227,82,4435,24,264,3706
0.7,0,1,3,76,151874.37936963,169059.16101695,129947.58653846,312329.79347826,4784,1010,239,86,4463,4,257,3774
0.7,0,1,3,77,151745.71690544,169079.71610169,129566.33653846,312963.11956522,4803,1007,251,78,4526,52,258,3796
0.7,0,1,3,78,151182.08595989,168773.75423729,129176.76923077,312207.56521739,4859,992,258,77,4543,19,260,3867
0.7,0,1,3,79,150487.84412607,168206.81779661,128803.52403846,310022.5326087,4882,1007,241,91,4586,36,273,3875
0.7,0,1,3,80,150204.15358166,168156.47881356,128580.88461538,310109.34782609,4977,1033,272,76,4632,3,250,3944
0.7,0,1,3,81,150159.44297994,168491.21610169,129177.22115385,309227.0326087,5010,1055,247,97,4689,23,288,3955
0.7,0,1,3,82,150477.33868195,167911.72881356,129387.33173077,307876.01086957,5012,1015,255,78,4739,60,271,3997
0.7,0,1,3,83,149879.33295129,167233.48305085,129225.4375,305919.38043478,5022,1017,254,65,4763,60,249,4005
0.7,0,1,3,84,151319.79140401,168527.36864407,130183.20673077,308574.67391304,5089,1004,249,85,4764,9,258,4085
0.7,0,1,3,85,152381.84985673,169367.88983051,130850.49038462,312173.15217391,5028,1027,250,56,4832,110,257,4001
0.7,0,1,3,86,153528.98796562,170390.75423729,131825.97596154,313919.08695652,5113,1002,261,84,4778,10,250,4111
0.7,0,1,3,87,153164.55472779,169432.91525424,131072.72596154,313188.90217391,788,983,257,80,4847,4396,266,-195
0.7,0,1,3,88,151755.09226361,167921.42372881,129655.70192308,309906.43478261,816,947,248,74,504,10,284,-131
0.7,0,1,3,89,153042.87449857,169245.1059322,130973.13942308,312887.10869565,839,978,255,68,587,71,229,-139
0.7,0,1,3,90,152945.24469914,169261.41101695,131075.03846154,313093.36956522,778,969,262,74,572,130,267,-191
0.7,0,1,3,91,152912.04813754,169129.27966102,130793.53365385,312823.58695652,747,961,268,85,524,130,254,-214
0.7,0,1,3,92,153698.13868195,169859.77542373,131470.14423077,315242.23913043,678,940,245,82,484,133,263,-262
0.7,0,1,3,93,153698.72091691,169886.12288136,131407.79807692,315666.04347826,678,952,253,94,402,71,276,-274
0.7,0,1,3,94,154191.09226361,169729.86864407,131572.50480769,316338.88043478,670,968,255,73,418,76,260,-298
0.7,0,1,3,95,154484.71289398,170104.32627119,131914.24038462,317654.86956522,659,972,240,90,413,84,257,-313
0.7,0,1,3,96,155526.64527221,171031.82627119,132451.14423077,320828.01086957,709,957,261,79,382,13,277,-248
0.7,0,1,3,97,155733.6504298,170769.70338983,132554.54807692,321296.30434783,726,975,227,81,445,27,264,-249
0.7,0,1,3,98,155541.96446991,170564.06355932,132328.24038462,321738.58695652,721,958,247,80,453,59,273,-237
0.7,0,1,3,99,155073.84068768,169618.30508475,131500.23076923,321218,774,945,255,77,459,17,262,-171
0.7,0,1,3,100,154012.08252149,168585.91101695,130406.21634615,319029.27173913,793,950,254,73,527,61,247,-157
0.7,0,1,3,101,153257.12091691,168032.02966102,129620.50480769,318116.43478261,817,910,226,94,510,13,283,-93
0.7,0,1,3,102,152221.25616046,167112.8940678,128839.29807692,316846.42391304,855,905,244,84,541,14,276,-50
0.7,0,1,3,103,151423.15644699,166072.8220339,128020.03365385,315177.58695652,887,883,232,81,586,12,269,4
0.7,0,1,3,104,150937.7512894,165007.24152542,127274.62980769,314200.54347826,891,909,248,77,634,68,253,-18
0.7,0,1,3,105,151633.86361032,165539.45338983,127699.74519231,315271.01086957,933,917,225,80,632,4,259,16
0.7,0,1,3,106,151239.47048711,164805.13983051,126706.11057692,315439.95652174,993,909,241,76,690,14,243,84
0.7,0,1,3,107,150111.18853868,163418.82627119,125595.44711538,312420.93478261,1063,927,256,88,723,4,270,136
0.7,0,1,3,108,149238.08825215,162483.30932203,124600.125,310599.38043478,1143,943,281,73,800,11,263,200
0.7,0,1,3,109,148989.79713467,161839.26694915,123816.75961538,310952.29347826,1064,963,259,72,883,150,260,101
0.7,0,1,3,110,149762.76217765,162367.80932203,123938.53365385,313762.95652174,1094,937,246,75,783,10,281,157
0.7,0,1,3,111,150179.53467049,162208.74576271,123683.52884615,314649.67391304,1054,960,253,71,853,123,241,94
0.7,0,1,3,112,150581.10487106,162429.80508475,123700.09615385,315857.02173913,1132,989,263,84,796,11,258,143
0.7,0,1,3,113,150100.55472779,161768.78813559,122588.04326923,315235.68478261,1133,961,239,87,833,26,299,172
0.7,0,1,3,114,150120.06189112,161570.44067797,122284.16346154,316334.07608696,1012,969,256,87,866,197,267,43
0.7,0,1,3,115,150789.29971347,162003.71610169,122311.17307692,318916.80434783,802,962,253,85,730,266,282,-160
0.7,0,1,3,116,150551.36733524,161389.33050847,121853.125,318407.31521739,749,975,259,88,535,133,267,-226
0.7,0,1,3,117,151650.70945559,162590.58050847,122144.59615385,322936.95652174,800,968,251,85,475,11,274,-168
0.7,0,1,3,118,151532.97421203,162546.03813559,122177.20673077,323023.68478261,825,931,242,78,514,9,286,-106
0.7,0,1,3,119,150629.50143266,161245.99576271,120956.33173077,321496.30434783,875,910,254,76,549,4,276,-35
0.7,0,1,3,120,150512.71747851,160946.04237288,120614.37019231,321369.34782609,922,863,253,80,603,14,272,59
0.7,0,1,3,121,149112.77707736,159529.56779661,119534.58653846,316939.61956522,827,841,235,68,674,150,248,-14
0.7,0,1,3,122,149252.01833811,159512.34745763,119450.34134615,316733.83695652,849,890,243,68,591,53,236,-41
0.7,0,1,3,123,149311.80744986,159527.09322034,119131.69230769,317761.86956522,901,876,260,91,570,20,279,25
0.7,0,1,3,124,149327.79598854,159495.83898305,118962.02403846,317738.81521739,950,877,244,73,641,8,260,73
0.7,0,1,3,125,149215.85100287,159365.48305085,118741.30769231,318262.25,940,923,244,94,671,69,279,17
0.7,0,1,3,126,148477.13696275,158661.04661017,118041.86057692,317296.38043478,972,915,230,95,662,15,278,57
0.7,0,1,3,127,147192.58223496,157816.37288136,117187.10576923,314899.25,791,910,265,72,707,253,265,-119
0.7,0,1,3,128,147170.71174785,157688.92372881,117117.79807692,315476.32608696,796,886,225,84,496,9,295,-90
0.7,0,1,3,129,147171.53925501,157417.76694915,116697.85096154,316148.36956522,857,893,254,68,541,6,255,-36
0.7,0,1,3,130,147683.76848138,157703.75847458,116732.03365385,318599.97826087,875,925,241,85,590,41,267,-50
0.7,0,1,3,131,148145.97593123,157826.02118644,116807.60576923,320576.06521739,953,940,272,81,614,14,261,13
0.7,0,1,3,132,148106.45730659,157692.56779661,116532.04807692,321212.59782609,880,922,227,98,665,110,288,-42
0.7,0,1,3,133,148190.63610315,157682.1440678,116107.17788462,322792.81521739,926,902,260,84,602,20,278,24
0.7,0,1,3,134,148040.49283668,157461.16101695,115627.04326923,323030.32608696,961,905,242,71,659,11,267,56
0.7,0,1,3,135,146153.75358166,156877.84322034,115134.09134615,320882.36956522,898,948,238,81,707,128,254,-50
0.7,0,1,3,136,145127.25959885,155953.93644068,114542.5625,320028.81521739,825,963,233,89,628,125,270,-138
0.7,0,1,3,137,144448.0756447,154956.55508475,114376.38942308,318897.75,866,965,265,77,551,27,274,-99
0.7,0,1,3,138,143949.88194842,154563.48728814,114282.76442308,318176.2173913,892,946,251,83,589,31,277,-54
0.7,0,1,3,139,144000.53409742,154999.67372881,114563.85096154,318859.32608696,954,929,272,85,608,11,284,25
0.7,0,1,3,140,143673.0017192,154896.00847458,114529.18269231,318380.94565217,849,912,253,84,673,161,281,-63
0.7,0,1,3,141,143147.70429799,154490.99152542,114543.22596154,317628.16304348,902,897,251,78,582,9,267,5
0.7,0,1,3,142,141979.63782235,153983.83474576,113903.16826923,314440.47826087,910,894,225,78,617,10,285,16
0.7,0,1,3,143,141406.17994269,153851.65677966,113801.29807692,313696.14130435,834,919,247,84,645,142,265,-85
0.7,0,1,3,144,140626.86303725,153158.05932203,113067.75961538,312694.95652174,871,933,255,84,551,19,283,-62
0.7,0,1,3,145,139652.06876791,152098.06355932,112498.00961538,310929.2173913,849,889,250,77,586,64,285,-40
0.7,0,1,3,146,139084.17191977,151288.27966102,112089.91826923,310319.38043478,903,923,246,70,594,7,255,-20
0.7,0,1,3,147,138356.38968481,150620.26694915,111727.00480769,309089.94565217,822,938,253,86,640,157,263,-116
0.7,0,1,3,148,137867.23896848,150620.33898305,111419.22596154,309214.79347826,742,928,258,89,547,152,275,-186
0.7,0,1,3,149,137745.35243553,150772.41525424,111324.46634615,310173.7826087,661,927,243,75,457,114,285,-266
0.7,0,1,3,150,137640.74498567,150777.31355932,111042,311636.81521739,595,968,225,75,398,103,263,-373
0.7,0,1,3,151,136842.0034384,150005.91525424,110422.00480769,310810.7173913,597,958,241,74,342,60,253,-361
0.7,0,1,3,152,136250.91805158,149356.81779661,109831.56730769,310738.80434783,590,971,244,83,325,62,272,-381
0.7,0,1,3,153,136610.42063037,149948.87288136,110008.99519231,312084.22826087,600,963,234,98,318,50,272,-363
0.7,0,1,3,154,136648.57994269,149916.99576271,109805.17788462,313574.7826087,628,946,246,98,331,47,269,-318
0.7,0,1,3,155,136090.25100287,149389.41949153,109206.50961538,312127.04347826,612,917,241,83,348,60,280,-305
0.7,0,1,3,156,136034.2991404,149374.3559322,109020.21634615,312692.18478261,660,943,255,83,338,16,274,-283
0.7,0,1,3,157,135830.38853868,149659.74576271,108651.9375,313316.19565217,705,913,252,107,354,8,306,-208
0.7,0,1,3,158,135616.87106017,149673.27966102,108205.08653846,313672.2173913,687,901,246,71,423,53,282,-214
0.7,0,1,3,159,135615.747851,149642.6440678,107874.95192308,314776.04347826,715,944,254,82,432,53,255,-229
0.7,0,1,3,160,136276.28653295,150710.90677966,108244.57211538,317761.34782609,752,921,257,84,425,14,290,-169
0.7,0,1,3,161,136484.78166189,150741.70762712,108111.09134615,318897.77173913,783,917,239,76,488,20,264,-134
0.7,0,1,3,162,137243.33753582,151612.52118644,108345.87019231,322319.35869565,778,929,241,93,507,63,276,-151
0.7,0,1,3,163,138053.11633238,152702.71186441,109116.97115385,324621.30434783,819,937,246,83,505,15,273,-118
0.7,0,1,3,164,137927.79140401,152929.76694915,109060.65384615,324234.05434783,761,922,260,85,546,130,273,-161
0.7,0,1,3,165,138359.87851003,153062.80932203,109145.11538462,325402.38043478,786,923,239,72,488,13,273,-137
0.7,0,1,3,166,138402.56962751,153400.64830508,109036.98076923,327626.61956522,787,928,234,84,525,56,261,-141
0.7,0,1,3,167,138627.98395415,153130.31779661,108978.40384615,327870.0326087,680,913,237,75,502,134,285,-233
0.7,0,1,3,168,138975.99312321,153498.81355932,109449.625,329780.63043478,636,924,240,71,421,96,259,-288
0.7,0,1,3,169,139137.94154728,153402.36864407,109710.06730769,330458.39130435,602,932,251,75,375,99,261,-330
0.7,0,1,3,170,139549.57249284,154056.29661017,110257.04326923,331616.07608696,630,939,257,77,336,40,266,-309
0.7,0,1,3,171,141001.69856734,155007.47033898,111076.17307692,336168.59782609,606,933,231,88,341,54,289,-327
0.7,0,1,3,172,142224.30716332,156052.55084746,111936.53365385,338298.86956522,642,927,239,82,335,14,271,-285
0.7,0,1,3,173,142487.91518625,156342.04237288,112065.87980769,340270.5326087,634,957,241,82,371,60,271,-323
0.7,0,1,3,174,141300.33008596,154855.66525424,111202.94230769,335962.45652174,633,962,249,78,364,58,270,-329
0.7,0,1,3,175,142669.74441261,156650.44067797,112095.76442308,341573.39130435,677,935,268,80,374,45,259,-258
0.7,0,1,3,176,143419.78681948,157312.22457627,112359.38461538,343343.26086957,715,928,261,84,392,22,285,-213
0.7,0,1,3,177,144007.12893983,158325.8559322,112396.38461538,347102.06521739,771,933,257,94,428,8,287,-162
0.7,0,1,3,178,144956.66246418,159923.06355932,113011.51442308,351096.63043478,708,911,228,81,480,81,291,-203
0.7,0,1,3,179,145896.55243553,161539.97881356,113709.69711538,354915.75,705,879,250,89,435,69,273,-174
0.7,0,1,3,180,146730.28309456,162583.55932203,113954.91826923,357280.5,698,881,251,71,435,59,270,-183
0.7,0,1,3,181,147797.18051576,163300.00423729,114261.54807692,360652.63043478,770,870,265,107,413,15,285,-100
0.7,0,1,3,182,148413.88424069,163439.58898305,114646.29326923,362179.85869565,703,861,253,79,483,112,287,-158
0.7,0,1,3,183,148834.14555874,163986.70762712,114712.88461538,362247.9673913,699,878,245,77,432,55,271,-179
0.7,0,1,3,184,148409.93008596,163387.88135593,114307.15865385,360997.09782609,744,907,264,79,416,15,283,-163
0.7,0,1,3,185,148165.84756447,163038.74576271,113930.91826923,359635.7826087,712,894,232,93,453,66,291,-182
0.7,0,1,3,186,149266.9226361,163658.36864407,114637.11538462,362224.26086957,702,913,279,73,440,90,272,-211
0.7,0,1,3,187,149565.33409742,164107.61016949,115035.09134615,362857.5326087,679,886,237,76,412,46,290,-207
0.7,0,1,3,188,150600.12378223,165181.54661017,115399.66346154,365815.18478261,734,903,264,73,426,29,253,-169
0.7,0,1,3,189,151468.0252149,165991.71186441,116130.22596154,367073.42391304,774,916,255,79,464,24,270,-142
0.7,0,1,3,190,151277.4487106,165921.17372881,115812.41826923,367061.29347826,807,947,243,78,500,14,274,-140
0.7,0,1,3,191,150804.88939828,165363.54661017,115300.3125,365712.84782609,768,911,263,100,495,90,312,-143
0.7,0,1,3,192,150638.19598854,164763.52966102,115079.77884615,364655.27173913,752,882,244,81,481,54,287,-130
0.7,0,1,3,193,150426.59942693,164705.53389831,114973.79807692,363516.70652174,753,830,251,72,485,55,267,-77
0.7,0,1,3,194,150255.05329513,164349.76694915,114790.69230769,363689.07608696,784,835,258,87,479,40,274,-51
0.7,0,1,3,195,149605.21031519,163190.31355932,114296.09615385,361268.35869565,705,864,262,87,509,153,275,-159
0.7,0,1,3,196,149628.99942693,163222.26271186,114355,360950.76086957,693,882,241,87,421,56,284,-189
0.7,0,1,3,197,149720.71747851,162837.51694915,114215.69711538,361462.72826087,682,870,238,86,414,56,279,-188
0.7,0,1,3,198,149951.2252149,162729.98305085,114151.00961538,362656.15217391,629,904,231,83,404,89,278,-275
0.7,0,1,3,199,150142.97765043,162830.80932203,114092.45673077,363265.61956522,651,904,252,85,356,42,273,-253
0.7,0,1,3,200,150346.99598854,163071.49152542,113952.75480769,364469.42391304,666,878,263,91,368,56,283,-212
0.7,0,1,4,0,239169.9713467,266217.58474576,193210.69711538,461214.67391304,0,0,0,0,0,0,0,0
0.7,0,1,4,1,239262.00573066,266385.59322034,193310.9375,461511.95652174,794,836,252,68,474,0,209,-42
0.7,0,1,4,2,244559.71346705,272913.98305085,197686.41826923,471100.54347826,862,965,239,70,553,0,241,-103
0.7,0,1,4,3,243476.78395415,272851.07627119,199197.125,471405.01086957,929,1028,248,83,598,0,264,-99
0.7,0,1,4,4,243797.7512894,273687.90677966,198728.91346154,471421.02173913,915,1153,250,74,694,103,235,-238
0.7,0,1,4,5,237199.54383954,266337.66525424,193116.02403846,458968.26086957,953,1029,252,80,667,46,248,-76
0.7,0,1,4,6,238036.28194842,267720.57627119,194470.41346154,461840.5,1010,1046,263,69,721,43,232,-36
0.7,0,1,4,7,236178.4,264814.26694915,192474.66346154,455053.48913043,1034,1006,240,73,764,43,246,28
0.7,0,1,4,8,234420.56848138,262516.24576271,191701.79807692,450690.94565217,1086,1008,258,73,792,37,242,78
0.7,0,1,4,9,233289.35702006,261442.77966102,191693.24038462,446944.13043478,1119,1003,237,68,844,30,242,116
0.7,0,1,4,10,232363.66762178,259851.04661017,190681.80769231,444670.97826087,1178,982,241,68,888,19,231,196
0.7,0,1,4,11,230958.93868195,258270.76694915,189913.36057692,442183.75,1218,997,249,69,942,42,236,221
0.7,0,1,4,12,227793.47621777,253895.87711864,187848.4375,432459.95652174,1279,1047,241,76,997,35,221,232
0.7,0,1,4,13,223670.38166189,248274.3559322,183926.92307692,422641.26086957,1310,1028,226,85,1029,30,250,282
0.7,0,1,4,14,221818.5260745,245443.1440678,182717.875,418252.86956522,1354,1031,241,69,1068,24,242,323
0.7,0,1,4,15,219138.00573066,243046.9279661,180912.09615385,412492.39130435,1380,1077,227,64,1123,34,231,303
0.7,0,1,4,16,216938.32206304,239339.11016949,177874.64423077,407418.47826087,1421,1104,241,75,1139,34,241,317
0.7,0,1,4,17,212164.26590258,233488.34322034,173281.77884615,397042.84782609,1475,1121,238,76,1185,24,236,354
0.7,0,1,4,18,211917.51289398,233174.87711864,173160.25,398167.69565217,1563,1117,277,68,1237,19,238,446
0.7,0,1,4,19,208634.04928367,227737.4279661,171348.66826923,392414.44565217,1621,1071,262,75,1294,10,269,550
0.7,0,1,4,20,205961.0017192,224406.11440678,169291.6875,385928.31521739,1648,1013,230,69,1367,18,254,635
0.7,0,1,4,21,203965.98510029,221959.30508475,167159.56730769,379440.72826087,1709,1025,252,67,1409,19,239,684
0.7,0,1,4,22,201408.68997135,217514.51271186,164871.39903846,372786.07608696,1767,1018,252,73,1458,16,251,749
0.7,0,1,4,23,196945.7765043,212412.41525424,162329.42788462,364657.18478261,1859,986,286,102,1491,20,276,873
0.7,0,1,4,24,195546.98452722,210971.48305085,160297.72596154,360503.14130435,1893,975,246,74,1588,15,271,918
0.7,0,1,4,25,191602.74383954,208291.1779661,157668.69711538,354600.01086957,1964,1009,261,79,1635,11,258,955
0.7,0,1,4,26,188710.77363897,205963.15254237,155916.89903846,349091.83695652,2028,1026,255,76,1711,14,253,1002
0.7,0,1,4,27,185155.11060172,200673.25,153257.04326923,340324.88043478,2038,1019,232,71,1751,16,277,1019
0.7,0,1,4,28,182894.83782235,198088.27966102,150989.08173077,335824.5,2094,1008,258,77,1777,18,261,1086
0.7,0,1,4,29,180288.28194842,195371.93644068,148080.52884615,330047.95652174,2141,1023,232,80,1841,12,253,1118
0.7,0,1,4,30,176400.89169054,190873.94067797,145070.03365385,319703.83695652,2210,1011,251,89,1888,18,253,1199
0.7,0,1,4,31,174066.4504298,187574.17372881,143064.97596154,315185.01086957,2255,1030,240,80,1946,11,264,1225
0.7,0,1,4,32,170590.47106017,184112.13983051,139943.61057692,309340.09782609,2343,1050,260,91,2000,8,255,1293
0.7,0,1,4,33,168863.69283668,181426.99576271,138024.88942308,305473.34782609,2426,1059,267,98,2070,9,273,1367
0.7,0,1,4,34,166339.16103152,178989.35169492,136125.63942308,300526.20652174,2451,1029,237,78,2143,7,283,1422
0.7,0,1,4,35,164027.6469914,177030.18644068,135005.92307692,296874.73913043,2480,990,233,88,2174,15,277,1490
0.7,0,1,4,36,162896.03438395,175092.3220339,134213.67788462,293943.77173913,2531,979,226,88,2224,7,256,1552
0.7,0,1,4,37,161373.85444126,173966.26694915,132983.61538462,291628.83695652,2575,949,239,72,2271,7,260,1626
0.7,0,1,4,38,160292.49512894,173113.50423729,131666.92307692,290377.7173913,2635,963,246,75,2328,14,247,1672
0.7,0,1,4,39,159196.51346705,171697.43220339,131296.48557692,288919.48913043,2688,954,234,82,2385,13,250,1734
0.7,0,1,4,40,158522.33352436,170919.47457627,130997.72596154,288221.95652174,2734,1006,240,65,2444,15,244,1728
0.7,0,1,4,41,157314.58108883,169369.44067797,130270.21634615,286463.59782609,2797,1013,256,75,2472,6,262,1784
0.7,0,1,4,42,156589.43724928,167868.53813559,129675.07211538,284704.60869565,2806,1008,244,67,2520,25,277,1798
0.7,0,1,4,43,155806.53753582,167040.83050847,129189.67307692,284305.60869565,2851,1031,255,60,2542,6,264,1820
0.7,0,1,4,44,154719.22292264,164938.59322034,128627.60576923,281665.63043478,2923,1054,242,75,2613,7,238,1869
0.7,0,1,4,45,153570.84928367,164300.38135593,127859.21634615,281249.44565217,2946,978,230,78,2654,16,269,1968
